id,date,medtype,medium,headline
30023,2015-06-05T05:45:25Z,Internet,2 telegraaf.nl,Almelo: helft ambtenaren weg
30075,2015-06-05T14:29:10Z,Internet,2 telegraaf.nl,Belgisch tafelzilver te koop
30235,2015-06-08T05:31:07Z,Internet,2 telegraaf.nl,Import China opnieuw stevig gedaald
30261,2015-06-08T10:52:58Z,Internet,2 telegraaf.nl,'Asscher gelooft in sprookjes'
30263,2015-06-08T11:15:09Z,Internet,2 telegraaf.nl,DNB gaat niet uit van 'Grexit'
30273,2015-06-08T14:45:08Z,Internet,2 telegraaf.nl,'Winst luchtvaart neemt vlucht'
30363,2015-06-09T16:07:07Z,Internet,2 telegraaf.nl,Rentefeitjes
30365,2015-06-09T16:15:24Z,Internet,2 telegraaf.nl,Grieks alternatief onacceptabel
30369,2015-06-09T16:35:57Z,Internet,2 telegraaf.nl,Rekenkamer kraakt bezuiniging
30387,2015-06-09T19:01:00Z,Internet,2 telegraaf.nl,Optimisme over belastingen
30467,2015-06-10T12:30:56Z,Internet,2 telegraaf.nl,IJsland verhoogt rente
30469,2015-06-10T12:37:12Z,Internet,2 telegraaf.nl,Extra ruggesteun investering mkb
30509,2015-06-10T17:05:11Z,Internet,2 telegraaf.nl,KLM werkt aan gezonde financiële basis
30545,2015-06-11T06:16:07Z,Internet,2 telegraaf.nl,Stevige winst voor Nikkei
30547,2015-06-11T06:46:13Z,Internet,2 telegraaf.nl,Wereldbank somberder over wereldeconomie
30591,2015-06-11T12:51:00Z,Internet,2 telegraaf.nl,'Wall Street opent vrijwel onveranderd'
30613,2015-06-11T16:55:15Z,Internet,2 telegraaf.nl,'Bal bij Grieken'
30615,2015-06-11T17:34:46Z,Internet,2 telegraaf.nl,Zzp' 'er moet eigen boontjes doppen' '
30621,2015-06-11T17:52:29Z,Internet,2 telegraaf.nl, 'EU staat op politiek mijnenveld' '
30629,2015-06-11T19:39:46Z,Internet,2 telegraaf.nl, 'Technologie kan groei VS aanjagen' '
30663,2015-06-12T08:31:15Z,Internet,2 telegraaf.nl,Het lot van een echte bullmarkt
30667,2015-06-12T09:29:07Z,Internet,2 telegraaf.nl,'Griekenland moet moeilijke stappen zetten'
30683,2015-06-12T13:43:01Z,Internet,2 telegraaf.nl,De Boer: WorldExpo goed voor 50.000 banen
30685,2015-06-12T12:27:18Z,Internet,2 telegraaf.nl,Vakbonden zullen het nooit leren
30691,2015-06-12T15:23:08Z,Internet,2 telegraaf.nl,Flinke belastingschuld Melissa
30693,2015-06-12T15:54:06Z,Internet,2 telegraaf.nl,Beurzen flink lager door Griekse onrust
30759,2015-06-14T11:29:10Z,Internet,2 telegraaf.nl,'Deal met Grieken geblokt door IMF'
30775,2015-06-14T17:33:30Z,Internet,2 telegraaf.nl,Gesprekken Griekenland afgebroken
30811,2015-06-15T04:50:07Z,Internet,2 telegraaf.nl,Value8 neemt flink belang in Keesmakers
30815,2015-06-15T07:40:07Z,Internet,2 telegraaf.nl,CBS: export groeit gestaag
30857,2015-06-15T13:30:00Z,Internet,2 telegraaf.nl,Elke maand weer dividend
30967,2015-06-16T18:06:06Z,Internet,2 telegraaf.nl,Brussel wil Europese winsttaks tegen belastingontwijking
31007,2015-06-17T06:18:12Z,Internet,2 telegraaf.nl,'Amsterdam moet flink groeien'
31023,2015-06-17T07:41:10Z,Internet,2 telegraaf.nl,'Miljarden aan probleemleningen'
31045,2015-06-17T10:45:27Z,Internet,2 telegraaf.nl,Massaal verzet branches tegen btw-verhoging
31077,2015-06-17T16:39:09Z,Internet,2 telegraaf.nl,Deze beurspareltjes moet je hebben
31099,2015-06-17T20:14:23Z,Internet,2 telegraaf.nl,Blatter huurt topadvocaat in
31119,2015-06-18T06:26:08Z,Internet,2 telegraaf.nl,Tsipras: wij willen oplossing voor crisis
31149,2015-06-18T09:44:15Z,Internet,2 telegraaf.nl,Grieken halen in één dag miljard van de bank
31151,2015-06-18T10:22:30Z,Internet,2 telegraaf.nl,Merkel: Griekenland kan nog steeds in de eurozone blijven
31183,2015-06-18T14:21:49Z,Internet,2 telegraaf.nl,Grieken doen steeds meer zaken met eurozone
31189,2015-06-18T14:32:08Z,Internet,2 telegraaf.nl,Meer bedrijvigheid in en rond Philadelphia
31239,2015-06-19T06:19:59Z,Internet,2 telegraaf.nl,Voorstel Asscher voor gelijk loon
31321,2015-06-19T20:56:07Z,Internet,2 telegraaf.nl,'ECB vergroot steun aan Griekse banken'
31455,2015-06-22T05:41:21Z,Internet,2 telegraaf.nl,Crisis rondom Taalunie luwt
31523,2015-06-22T16:50:07Z,Internet,2 telegraaf.nl,'Grieks voorstel eerste echte sinds weken'
31541,2015-06-22T19:26:07Z,Internet,2 telegraaf.nl,'Tsipras stelt bezuinigingen voor'
31551,2015-06-23T01:30:00Z,Internet,2 telegraaf.nl,Ajax wacht op Deen Sisto
31555,2015-06-23T03:30:00Z,Internet,2 telegraaf.nl,Vakantie te duur
31579,2015-06-23T20:27:00Z,Internet,2 telegraaf.nl,Kleine plusjes op Wall Street
31629,2015-06-24T07:37:51Z,Internet,2 telegraaf.nl,Meer journalisten werkloos
31637,2015-06-24T07:46:08Z,Internet,2 telegraaf.nl,Arbeidsmarkt valt stil
31665,2015-06-24T12:34:32Z,Internet,2 telegraaf.nl,Btw-verhoging kan leiden duurdere producten
31681,2015-06-24T14:39:09Z,Internet,2 telegraaf.nl,'Griekse pensioenplannen schieten nog tekort'
31701,2015-06-24T21:34:06Z,Internet,2 telegraaf.nl,Senaat VS brengt handelsverdrag dichterbij
31705,2015-06-24T22:34:07Z,Internet,2 telegraaf.nl,'Laagopgeleide raakt verder achterop'
31751,2015-06-25T11:49:10Z,Internet,2 telegraaf.nl,Dijsselbloem: pijn zit in veel onderwerpen
31787,2015-06-26T03:30:00Z,Internet,2 telegraaf.nl,Dubbelfout bij crisistaks
31813,2015-06-26T08:29:42Z,Internet,2 telegraaf.nl,FNV: weer duizenden stakers voor metaal-cao
31881,2015-06-27T07:04:25Z,Internet,2 telegraaf.nl,Asscher: 'De massa is onzeker'
31935,2015-06-27T19:13:08Z,Internet,2 telegraaf.nl,Eurolanden stoppen steun aan Griekenland
31947,2015-06-28T06:03:34Z,Internet,2 telegraaf.nl,Lot Grieken aan zijden draad
31951,2015-06-28T08:11:18Z,Internet,2 telegraaf.nl,Bijna helft NL'ers voor Grexit
31971,2015-06-28T11:49:07Z,Internet,2 telegraaf.nl,'Grieken houden crisisoverleg over banken'
32023,2015-06-29T05:49:24Z,Internet,2 telegraaf.nl,'AEX gaat stevig verlies tegemoet'
32025,2015-06-29T05:54:06Z,Internet,2 telegraaf.nl,'Plan B bij AF-KLM is drastisch snijden'
32043,2015-06-29T07:52:00Z,Internet,2 telegraaf.nl,Het is goed dat lastenverlichting alleen voor ouderen is
32067,2015-06-29T12:49:00Z,Internet,2 telegraaf.nl,'Wall Street levert flink in bij opening'
32069,2015-06-29T12:53:41Z,Internet,2 telegraaf.nl,"Juncker: Grieken stem ja, stem voor Europa"
32087,2015-06-29T15:41:00Z,Internet,2 telegraaf.nl,AEX valt door Grexitangst
32153,2015-06-30T08:49:18Z,Internet,2 telegraaf.nl,Prima! Die BTW-verhoging
32157,2015-06-30T08:52:07Z,Internet,2 telegraaf.nl,Economie trekt verder aan
32203,2015-06-30T16:33:09Z,Internet,2 telegraaf.nl,'Geen geld naar Grieken voor betaling IMF'
32217,2015-06-30T18:37:07Z,Internet,2 telegraaf.nl,'Griekenland kampioen hervormen'
32227,2015-06-30T22:28:38Z,Internet,2 telegraaf.nl,"Griekenland failliet, wat doet de ECB nu?"
32229,2015-07-01T04:00:00Z,Internet,2 telegraaf.nl,Tuincentrum Overvecht mag personeel niet ontslaan
32245,2015-07-01T05:53:07Z,Internet,2 telegraaf.nl,Wereldbank verwacht tragere groei China
32251,2015-07-01T06:30:07Z,Internet,2 telegraaf.nl,'Geen autonome groei bij Ordina'
32273,2015-07-01T09:41:10Z,Internet,2 telegraaf.nl,'Grieken bereid bod te accepteren'
32291,2015-07-01T12:25:07Z,Internet,2 telegraaf.nl,Banengroei bedrijfsleven VS trekt aan
32339,2015-07-02T04:05:00Z,Internet,2 telegraaf.nl,Tourstart is 'injectie' voor mkb Utrecht
32433,2015-07-03T03:55:00Z,Internet,2 telegraaf.nl,Maduro weg uit Griekse crisis
32435,2015-07-03T05:26:07Z,Internet,2 telegraaf.nl,Ja en nee in evenwicht voor Grieks referendum
32509,2015-07-04T08:58:59Z,Internet,2 telegraaf.nl,ECB opent vangnet bij Grieks drama
32515,2015-07-04T10:47:08Z,Internet,2 telegraaf.nl,'Europa kan Grexit makkelijk aan'
32517,2015-07-04T12:20:08Z,Internet,2 telegraaf.nl,'Grieks compromis ook bij 'nee' mogelijk'
32547,2015-07-05T04:10:30Z,Internet,2 telegraaf.nl,Orgaanhandel India ontdekt
32565,2015-07-05T11:46:15Z,Internet,2 telegraaf.nl,Toekomst blijft onzeker
32571,2015-07-05T13:29:08Z,Internet,2 telegraaf.nl,'Winst Bundesbank in gevaar bij Grexit'
32577,2015-07-05T14:16:55Z,Internet,2 telegraaf.nl,Grexit zeer waarschijnlijk
32601,2015-07-05T19:54:10Z,Internet,2 telegraaf.nl,Euro onderuit na Grieks 'nee'
32605,2015-07-05T19:59:07Z,Internet,2 telegraaf.nl,'Ondenkbaar om steun Grieken te bespreken'
32623,2015-07-06T05:36:43Z,Internet,2 telegraaf.nl,Varoufakis treedt af
32643,2015-07-06T08:25:50Z,Internet,2 telegraaf.nl,Drachme goed voor de Grieken
32657,2015-07-06T09:35:05Z,Internet,2 telegraaf.nl,Ken je klassiekers!
32699,2015-07-06T18:12:14Z,Internet,2 telegraaf.nl,PvdA: Grieken in euro
32725,2015-07-07T06:31:10Z,Internet,2 telegraaf.nl,'Demotie gemeengoed in personeelsbeleid'
32789,2015-07-07T17:36:41Z,Internet,2 telegraaf.nl,Griekenland wil tijdelijke oplossing
32803,2015-07-08T04:50:32Z,Internet,2 telegraaf.nl,Tien procent in bijstand werkt parttime
32821,2015-07-08T06:50:38Z,Internet,2 telegraaf.nl,Veldslag op Aziatische beurzen
32909,2015-07-09T05:33:54Z,Internet,2 telegraaf.nl,Meer boodschappen online
32911,2015-07-09T05:53:03Z,Internet,2 telegraaf.nl,'Griekse deal wordt goedgekeurd'
32913,2015-07-09T06:18:07Z,Internet,2 telegraaf.nl,Duitse export groeit verder
32931,2015-07-09T07:51:09Z,Internet,2 telegraaf.nl,Inflatie zwakt licht af
32971,2015-07-09T15:59:44Z,Internet,2 telegraaf.nl,Vuurwerk uit China
33017,2015-07-10T08:30:34Z,Internet,2 telegraaf.nl,Uitgekleed pensioen
33037,2015-07-10T10:49:51Z,Internet,2 telegraaf.nl,Canadees gezin opgesloten in museum Archeon
33041,2015-07-10T13:19:25Z,Internet,2 telegraaf.nl,Dijsselbloem: wachten op oordeel geldschieters
33155,2015-07-12T08:38:08Z,Internet,2 telegraaf.nl,Geen Europese top over Griekenland
33167,2015-07-12T10:14:12Z,Internet,2 telegraaf.nl,Verdeeldheid en pessimisme over Griekenland
33171,2015-07-12T11:52:07Z,Internet,2 telegraaf.nl,Luxemburg waarschuwt voor tweespalt Grexit
33227,2015-07-13T05:26:06Z,Internet,2 telegraaf.nl,Export China toont herstel
33235,2015-07-13T06:34:07Z,Internet,2 telegraaf.nl,'Beurshandel in teken Grieks marathonoverleg'
33295,2015-07-13T20:03:08Z,Internet,2 telegraaf.nl,Tekort VS loopt terug
33307,2015-07-14T06:26:47Z,Internet,2 telegraaf.nl,Eindelijk weer de focus op kwartaalcijfers
33329,2015-07-14T08:38:11Z,Internet,2 telegraaf.nl,Vertrouwen in de Grieken
33333,2015-07-14T09:36:07Z,Internet,2 telegraaf.nl,Duitse belegger somberder over lange termijn
33335,2015-07-14T09:37:07Z,Internet,2 telegraaf.nl,Britse inflatie stagneert
33357,2015-07-14T14:15:00Z,Internet,2 telegraaf.nl,AEX witte raaf in Europa
33391,2015-07-15T05:22:10Z,Internet,2 telegraaf.nl,Geld voor fit personeel
33415,2015-07-15T07:52:03Z,Internet,2 telegraaf.nl,Groei export trok aan in mei
33421,2015-07-15T08:37:08Z,Internet,2 telegraaf.nl,Griekse banken ook donderdag dicht
33455,2015-07-15T15:42:01Z,Internet,2 telegraaf.nl,Meer huizenkopers bij NHG-loket
33597,2015-07-17T12:37:35Z,Internet,2 telegraaf.nl,Amerikanen bouwen 10% meer huizen
33599,2015-07-17T12:43:00Z,Internet,2 telegraaf.nl,'Rustige opening op Wall Street'
33737,2015-07-20T07:46:07Z,Internet,2 telegraaf.nl,Uitgaven consumenten nemen verder toe
33833,2015-07-21T14:35:31Z,Internet,2 telegraaf.nl,Het latente risico van langlopende 'bull markets'
33853,2015-07-21T20:24:37Z,Internet,2 telegraaf.nl,Microsoft beter dan verwacht na enorme afschrijving
33883,2015-07-22T08:20:08Z,Internet,2 telegraaf.nl,CPB: wereldhandel neemt verder af
33933,2015-07-23T05:17:08Z,Internet,2 telegraaf.nl,Flinke stijging export Japan
33941,2015-07-23T03:54:07Z,Internet,2 telegraaf.nl,Kleine omzetgroei voor STMicroelectronics
33969,2015-07-23T12:48:50Z,Internet,2 telegraaf.nl,Hypotheekrente vastzetten?
34013,2015-07-24T06:10:07Z,Internet,2 telegraaf.nl,Flinke winstgroei voor Wereldhave
34067,2015-07-24T20:23:11Z,Internet,2 telegraaf.nl,Beleggers gokken op verdere daling goudprijs
34141,2015-07-27T06:16:01Z,Internet,2 telegraaf.nl,"De markt is dood, lang leve interventies"
34143,2015-07-27T06:19:08Z,Internet,2 telegraaf.nl,Duitse importprijzen dalen verder
34189,2015-07-27T16:49:16Z,Internet,2 telegraaf.nl,IMF waarschuwt voor Griekse risico's
34223,2015-07-28T06:31:11Z,Internet,2 telegraaf.nl,Het jaar van de Chinese bear-markt
34235,2015-07-28T08:25:07Z,Internet,2 telegraaf.nl,Geschil over toezeggingen Griekenland
34257,2015-07-28T14:15:08Z,Internet,2 telegraaf.nl,Consumentenvertrouwen in VS neemt af
34357,2015-07-29T15:05:36Z,Internet,2 telegraaf.nl,Spaargeld vastzetten of juist niet?
34371,2015-07-29T17:19:25Z,Internet,2 telegraaf.nl,Politie krijgt nepwapens cadeau
34417,2015-07-30T12:11:23Z,Internet,2 telegraaf.nl,De beurs is geen prioriteit voor China
34419,2015-07-30T12:14:08Z,Internet,2 telegraaf.nl,Duitse inflatie gedaald
34429,2015-07-30T13:39:00Z,Internet,2 telegraaf.nl,Lagere opening op Wall Street
34459,2015-07-31T06:17:07Z,Internet,2 telegraaf.nl,Nikkei sluit week hoger af
34469,2015-07-31T08:46:32Z,Internet,2 telegraaf.nl, 'Tegenvallers VS geven voeding aan rentestap in december' '
34537,2015-02-01T09:30:00Z,Internet,5 volkskrant.nl,De Griekse crisis is ook onze crisis
34569,2015-02-02T01:00:00Z,Internet,5 volkskrant.nl,Honderden ontslagen omdat Noordzee-olie niet meer rendabel is
34577,2015-02-02T09:54:00Z,Internet,5 volkskrant.nl,Tienduizenden pgb's niet uitbetaald
34603,2015-02-02T19:49:00Z,Internet,5 volkskrant.nl,Er wordt niet meer bezuinigd op Veiligheid en Justitie
34615,2015-02-03T01:00:00Z,Internet,5 volkskrant.nl,Wordt hypotheek echt weer duurder?
34631,2015-02-03T01:59:00Z,Internet,5 volkskrant.nl,"Obama's begroting: meer voor middenklasse, minder voor rijken"
34651,2015-02-03T14:07:00Z,Internet,5 volkskrant.nl,Griekse beurs schiet omhoog door verzoenender Griekse toon
34669,2015-02-03T20:42:00Z,Internet,5 volkskrant.nl,'V&D failliet als het geen korting krijgt van verhuurder'
34785,2015-02-05T07:00:00Z,Internet,5 volkskrant.nl,ECB snijdt kredietlijn Griekse banken door
34799,2015-02-05T11:20:00Z,Internet,5 volkskrant.nl,Hoe lang houdt Griekenland het nog vol?
34831,2015-02-05T20:55:00Z,Internet,5 volkskrant.nl,Knot vindt geldpers aanzetten 'paardenmiddel voor half procent i
34871,2015-02-06T13:30:00Z,Internet,5 volkskrant.nl,'Ontslagronde nadert voor Blokkerpersoneel'
34875,2015-02-06T15:25:00Z,Internet,5 volkskrant.nl,Huurprijzen Amsterdam ruim 8 procent gestegen
34905,2015-02-07T08:48:00Z,Internet,5 volkskrant.nl,MKB Nederland: mes in loondoorbetaling bij ziekte
34959,2015-02-09T08:41:00Z,Internet,5 volkskrant.nl,Nog nooit exporteerde Duitsland zoveel als in 2014
35051,2015-02-10T14:19:00Z,Internet,5 volkskrant.nl,Schoenenreus deze week weer tijdelijk open
35105,2015-02-11T01:00:00Z,Internet,5 volkskrant.nl,Loonoffers zijn meestal tevergeefs
35117,2015-02-11T02:17:00Z,Internet,5 volkskrant.nl,Amerikaans leger bouwt ebolahulp af
35145,2015-02-11T09:11:00Z,Internet,5 volkskrant.nl,Dag van de waarheid voor Europa
35149,2015-02-11T10:11:00Z,Internet,5 volkskrant.nl,Olieprijs vindt weg omhoog
35191,2015-02-11T14:59:00Z,Internet,5 volkskrant.nl,Zwitserland wil immigratie uit EU aan banden leggen
35249,2015-02-12T01:00:00Z,Internet,5 volkskrant.nl,"Geen doorbraak bij Grieken, gevreesde clash blijft uit"
35271,2015-02-12T06:41:00Z,Internet,5 volkskrant.nl,Webwinkel Zalando boekt voor het eerst jaarwinst
35311,2015-02-12T15:01:00Z,Internet,5 volkskrant.nl,Kamp hakt nog geen knoop door over gaswinning
35327,2015-02-12T22:27:00Z,Internet,5 volkskrant.nl,Inflatie daalt naar 0 procent: moeten we daar wel of niet blij m
35355,2015-02-13T01:00:00Z,Internet,5 volkskrant.nl,Financiële situatie Griekse banken mogelijk nog ernstiger dan g
35357,2015-02-13T00:00:00Z,Internet,5 volkskrant.nl,"Het kwik-fitmodel: tjak, tjak, tjak, volgende patiënt"
35461,2015-02-15T16:59:00Z,Internet,5 volkskrant.nl,"Tsipras: Griekenland heeft tijd nodig, geen geld"
35463,2015-02-15T18:10:00Z,Internet,5 volkskrant.nl,Air France-KLM ontkent 'sloop' KLM
35491,2015-02-16T09:21:00Z,Internet,5 volkskrant.nl,Winkelverkopen stijgen voor het eerst sinds 2008
35493,2015-02-16T09:33:00Z,Internet,5 volkskrant.nl,Meer afhankelijkheid van bijstand in Noorden
35507,2015-02-16T11:56:00Z,Internet,5 volkskrant.nl,Honderden chauffeurs Regiotaxi Gelderland krijgen een baan
35529,2015-02-16T16:26:00Z,Internet,5 volkskrant.nl,Kabinet wijst flexibele AOW af: te duur en ingewikkeld
35559,2015-02-17T01:00:00Z,Internet,5 volkskrant.nl,Gaan we hier drones testen of toch huizen bouwen?
35625,2015-02-18T00:00:00Z,Internet,5 volkskrant.nl,Bezetting Bungehuis is een noodzakelijk kwaad
35647,2015-02-18T01:13:00Z,Internet,5 volkskrant.nl,VS geven groen licht voor export gewapende drones
35661,2015-02-18T13:44:00Z,Internet,5 volkskrant.nl,Griekenland komt morgen met nieuwe kredietaanvraag
35725,2015-02-19T09:32:00Z,Internet,5 volkskrant.nl,Griekenland vraagt half jaar verlenging van noodkrediet
35735,2015-02-19T13:00:00Z,Internet,5 volkskrant.nl,Duitsland verwerpt Grieks voorstel voor hulpprogramma
35817,2015-02-20T13:02:00Z,Internet,5 volkskrant.nl,Nieuwe koning Saoedi-Arabië strooit met geld
35857,2015-02-21T01:00:00Z,Internet,5 volkskrant.nl,Hogere rentemarge zorgt voor winststijging bij ABN Amro
35871,2015-02-21T01:00:00Z,Internet,5 volkskrant.nl,V&D stelt salariskorting uit tot na oordeel rechter
35903,2015-02-22T13:52:00Z,Internet,5 volkskrant.nl,Financiële steun oud-NBA'er Rik Smits aan basketbalploeg
35909,2015-02-22T17:27:00Z,Internet,5 volkskrant.nl,Brandweer weer 40 miljoen gekort
35919,2015-02-23T01:00:00Z,Internet,5 volkskrant.nl,Lof voor Dijsselbloem die doordrukt
35925,2015-02-23T00:00:00Z,Internet,5 volkskrant.nl,"Lust For Life, The Last Kiss, Slumdog Millionaire"
35959,2015-02-23T17:35:00Z,Internet,5 volkskrant.nl,Prominente klimaatscepticus mogelijk betaald voor scepsis
35961,2015-02-23T18:57:00Z,Internet,5 volkskrant.nl,Griekse lijst met hervormingen komt morgen
35967,2015-02-23T19:23:00Z,Internet,5 volkskrant.nl,Kabinet reageert eind maart op gasrapport
36003,2015-02-24T10:37:00Z,Internet,5 volkskrant.nl,Leven goedkoper in bijna alle eurolanden
36017,2015-02-24T14:13:00Z,Internet,5 volkskrant.nl,"Eurogroep akkoord met Grieks lijstje, verlengt noodkrediet"
36021,2015-02-24T14:21:00Z,Internet,5 volkskrant.nl,"Alles wordt beter, beloven de Grieken"
36027,2015-02-24T15:13:00Z,Internet,5 volkskrant.nl,Eurogroep accepteert Griekse hervormingsplannen
36045,2015-02-24T22:15:00Z,Internet,5 volkskrant.nl,Philips wil lichtdivisie naar beurs brengen voor de verkoop
36057,2015-02-25T01:00:00Z,Internet,5 volkskrant.nl,Het V&D-personeel kan nog niet opgelucht ademhalen
36093,2015-02-25T12:38:00Z,Internet,5 volkskrant.nl,'Duitse bezittingen Tennet risico voor belastingbetaler'
36115,2015-02-25T21:10:00Z,Internet,5 volkskrant.nl,'Voorlopig nog geen nieuw geld voor Grieken'
36159,2015-02-26T10:07:00Z,Internet,5 volkskrant.nl,Heijmans in het rood door bouwmalaise
36217,2015-02-27T11:16:00Z,Internet,5 volkskrant.nl,Duitsland akkoord met verlengen Griekse steun
36257,2015-02-27T21:40:00Z,Internet,5 volkskrant.nl,Bodemonderzoeker Fugro lijdt half miljard euro verlies
36311,2015-03-01T14:02:00Z,Internet,5 volkskrant.nl,Varoufakis: koste wat het kost schuld aflossen
36319,2015-03-01T22:26:00Z,Internet,5 volkskrant.nl,Begroting van Modi enthousiast onthaald
36353,2015-03-02T10:17:00Z,Internet,5 volkskrant.nl,Werkloosheid eurozone laagst sinds april 2012
36363,2015-03-02T12:42:00Z,Internet,5 volkskrant.nl,Nemtsovs laatste kritiek op 'waanzin' Poetin
36371,2015-03-02T16:04:00Z,Internet,5 volkskrant.nl,Dekkingsgraad pensioenfondsen gestegen
36423,2015-03-03T08:44:00Z,Internet,5 volkskrant.nl,'Royal Bank of Scotland schrapt vrijwel alle banen in Nederland'
36427,2015-03-03T08:44:00Z,Internet,5 volkskrant.nl,Royal Bank of Scotland vrijwel geheel weg uit Nederland
36439,2015-03-03T13:35:00Z,Internet,5 volkskrant.nl,Autobranche: 'Apple en Google serieuze concurrenten'
36473,2015-03-03T22:53:00Z,Internet,5 volkskrant.nl,'Constructief gesprek' vakbonden en V&D
36541,2015-03-04T19:30:00Z,Internet,5 volkskrant.nl,Opnieuw groot Frans bedrijf in moeilijkheden
36547,2015-03-04T21:19:00Z,Internet,5 volkskrant.nl,Nederland exporteert flink meer buiten Europa
36575,2015-03-05T06:55:00Z,Internet,5 volkskrant.nl,Holland Casino boekt na zeven jaar winst
36577,2015-03-05T06:55:00Z,Internet,5 volkskrant.nl,Holland Casino boekt na zeven jaar weer winst
36591,2015-03-05T08:57:00Z,Internet,5 volkskrant.nl,De lunchpauze van 5 maart: Teeven: Kamer niet onjuist ingelicht
36597,2015-03-05T10:51:00Z,Internet,5 volkskrant.nl,Dijsselbloem: CPB-cijfers maken extra bezuinigingen onnodig
36683,2015-03-06T11:34:00Z,Internet,5 volkskrant.nl,Voor het eerst in vier jaar meer geld voor defensiepersoneel
36715,2015-03-06T21:32:00Z,Internet,5 volkskrant.nl,Kaalslag bij administratieve beroepen
36821,2015-03-09T08:58:00Z,Internet,5 volkskrant.nl,Geldboete voor racisme bij voetbalselfie Leroy Fer
36979,2015-03-11T10:44:00Z,Internet,5 volkskrant.nl,Euro doorbreekt weer grens
37025,2015-03-12T01:00:00Z,Internet,5 volkskrant.nl,MKB is voor Britse economie belangrijkste groeimotor
37029,2015-03-12T01:00:00Z,Internet,5 volkskrant.nl,Drukte bij voedselbank ondanks herstel
37033,2015-03-12T01:00:00Z,Internet,5 volkskrant.nl,SP: geef ook werkende AOW'er uitkering bij ziekte
37065,2015-03-12T13:22:00Z,Internet,5 volkskrant.nl,VVD en PvdA laten tekort oplopen
37151,2015-03-13T08:38:00Z,Internet,5 volkskrant.nl,"Van der Garde houdt vol, 'maar de kans wordt kleiner'"
37167,2015-03-13T12:00:00Z,Internet,5 volkskrant.nl,Spaanse schuld naar record van ruim 1000 miljard euro
37187,2015-03-13T15:57:00Z,Internet,5 volkskrant.nl,Moscovici: 'Grexit' begin van einde voor euro
37195,2015-03-13T19:08:00Z,Internet,5 volkskrant.nl,Beter Bed doet weer goede zaken
37301,2015-03-16T01:00:00Z,Internet,5 volkskrant.nl,Nederlandse rijken zijn wel/niet rijker geworden
37329,2015-03-16T10:55:00Z,Internet,5 volkskrant.nl,De lunchpauze van 16 maart: Twee kinderen ontvoerd naar Syrië e
37511,2015-03-18T17:41:00Z,Internet,5 volkskrant.nl,Flink meer woningen van een miljoen of meer
37597,2015-03-19T15:36:00Z,Internet,5 volkskrant.nl,'Grieks spaargeld stroomt opnieuw naar buitenland'
37619,2015-03-20T01:00:00Z,Internet,5 volkskrant.nl,Dreiging Grexit maakt ECB ongewild redder
37641,2015-03-20T03:06:00Z,Internet,5 volkskrant.nl,Griekenland belooft pijnlijke hervormingsplannen
37657,2015-03-20T08:28:00Z,Internet,5 volkskrant.nl,Live - Alles wat u wilt weten over de eclips
37741,2015-03-22T13:42:00Z,Internet,5 volkskrant.nl,'Griekenland heeft met huidige middelen nog twee weken'
37781,2015-03-23T08:59:00Z,Internet,5 volkskrant.nl,Tsipras hoopt op ontspannen gesprek met Merkel
37809,2015-03-24T00:00:00Z,Internet,5 volkskrant.nl,De huidige German Ãœbermacht: een nieuwe BMW
37851,2015-03-24T15:58:00Z,Internet,5 volkskrant.nl,Kamer: banken mogen niet meer 'too big too fail' worden
37857,2015-03-24T20:00:00Z,Internet,5 volkskrant.nl,45-plussers kunnen echt nog wel wat
37869,2015-03-25T01:00:00Z,Internet,5 volkskrant.nl,Handhaving van het loonverschil tussen tussen 18 en 23 jaar vers
37887,2015-03-25T07:34:00Z,Internet,5 volkskrant.nl,'PvdA overweegt hogere ozb'
37995,2015-03-26T11:48:00Z,Internet,5 volkskrant.nl,Gedoogpartner ChristenUnie tegen sneller verhogen AOW-leeftijd
38003,2015-03-26T13:21:00Z,Internet,5 volkskrant.nl,Ook HEMA onderhandelt nu over huurverlaging
38007,2015-03-26T14:28:00Z,Internet,5 volkskrant.nl,"Overheidstekort opnieuw 2,3 procent"
38113,2015-03-28T00:02:00Z,Internet,5 volkskrant.nl,Kredietbeoordelaar verlaagt rating Griekenland
38119,2015-03-28T01:00:00Z,Internet,5 volkskrant.nl,Microsoft vraagt leveranciers hogere lonen te betalen
38145,2015-03-28T07:30:00Z,Internet,5 volkskrant.nl,Schilderstalent? Op de wachtlijst
38159,2015-03-28T17:36:00Z,Internet,5 volkskrant.nl,Griekenland zet haven van Piraeus in de verkoop
38167,2015-03-29T04:22:00Z,Internet,5 volkskrant.nl,Duizenden Tunesiërs in mars tegen terrorisme
38191,2015-03-29T21:28:00Z,Internet,5 volkskrant.nl,'Groot deel V&D-ers bereid tot loonoffer'
38217,2015-03-30T03:56:00Z,Internet,5 volkskrant.nl,Maandag 30 maart: Dit is vandaag belangrijk
38279,2015-03-31T04:11:00Z,Internet,5 volkskrant.nl,Zware windstoten in het hele land; drukke ochtendspits
38307,2015-03-31T14:54:00Z,Internet,5 volkskrant.nl,Kabinet wil werkloosheid migrantenjongeren aanpakken
38385,2015-04-01T13:23:00Z,Internet,5 volkskrant.nl,Coalitie om de tafel over belastingherziening
38445,2015-04-02T06:31:00Z,Internet,5 volkskrant.nl,Fors verlies voor SNS Reaal
